time,open,high,low,close,Basis,Upper,Lower,Volume,Bollinger Bands %b
1362974400,35.05,36.2,33.900003,35.05,35.796250050000005,37.62663733183687,33.96586276816314,4008,0.2961496844397003
1363060800,33.849998,35,33.75,33.849998,35.71374995,37.72946796736045,33.69803193263955,49408,0.0376952693907665
1363147200,34.75,34.75,34.75,34.75,35.63874995,37.68053081373474,33.596969086265254,408,0.2823591243836197
1363233600,34.724998,34.75,34.724998,34.724998,35.59124985,37.67129065957903,33.511209040420965,4040,0.29177046767286413
1363320000,34.75,34.75,34.75,34.75,35.52999995,37.6332477485283,33.426752151471696,400,0.3145725029295683
1363579200,34.75,34.75,34.75,34.75,35.47999994999999,37.60735776710908,33.35264213289091,4,0.32842567805729883
1363665600,34.375,34.75,33,34.375,35.398749949999996,37.56424527428827,33.23325462571172,38908,0.2636222210878085
1363752000,33.275003,34.25,33.150003,33.275003,35.29249994999999,37.64755274282975,32.93744715717023,19216,0.07166630061489371
1363838400,34.099998,34.25,33.75,34.099998,35.19874994999999,37.58671328085651,32.81078661914348,15036,0.26993952633144225
1363924800,34.075,34.25,34,34.075,35.08999995,37.47465927074433,32.705340629255666,60616,0.2871813509857709
1364184000,33.5,34.25,33.5,33.5,34.91249995,37.2142112709552,32.6107886290448,3080,0.19316309627094844
1364356800,34,34,33.45,34,34.77625005,36.95182359725403,32.600676502745976,2408,0.32159875703127294
1364443200,33.175,34.25,33.175,33.175,34.62375014999999,36.79932400567891,32.44817629432107,11856,0.16704183675072448
1364788800,33.75,33.75,33,33.75,34.47875,36.47388637879978,32.48361362120021,568,0.3173683744771391
1364961600,33,33.974998,33,33,34.293749999999996,36.10874839394179,32.4787516060582,6240,0.14359472594621842
1365048000,33.25,34,32.925,33.25,34.12249999999999,35.62607088958682,32.618929110413156,8804,0.20985737817797767
1365134400,33.25,33.75,32.775003,33.25,34.107499999999995,35.63933726942905,32.57566273057094,5600,0.22010734524052888
1365393600,33.724998,33.75,33.5,33.724998,34.1187499,35.63580938631281,32.60169041368719,6000,0.37022529322267844
1365480000,33.375,33.375,33,33.375,34.012499899999995,35.4215334872549,32.60346631274509,896,0.27378115547906146
1365566400,33,33.75,32.75,33,33.88624974999999,35.178192988889585,32.594306511110396,10788,0.15700902202108014
1365652800,33.5,33.5,33,33.5,33.80874974999999,34.9936831563613,32.62381634363868,5172,0.36971852243237124
1365739200,34.25,34.25,34.25,34.25,33.82874984999999,35.02919444868501,32.62830525131496,400,0.6754558896185019
1366084800,33,33,33,33,33.74124984999999,34.91516088986276,32.567338810137215,12000,0.18428193243389274
1366171200,32.775003,33.75,32.75,32.775003,33.64375009999999,34.798400192024644,32.48910000797534,8008,0.12380503582835878
1366257600,32.625,33.599998,32.5,32.625,33.53750009999999,34.655924514081114,32.41907568591886,10644,0.09206000489998273
1366344000,32.5,32.75,32.5,32.5,33.425000099999984,34.48400824917262,32.36599195082735,4144,0.06327054672683372
1366603200,32.5,32.5,32.5,32.5,33.331250099999984,34.369020346737706,32.29347985326226,608,0.09950186343602704
1366689600,32.425,32.474998,32.375,32.425,33.28874994999999,34.3993205850844,32.178179314915575,2524,0.11112336184976732
1366776000,33.25,33.25,33.25,33.25,33.246250049999986,34.29258546539533,32.199914634604646,4,0.5017919445069137
1366948800,32.474998,33.175,32.375,32.474998,33.16624994999999,34.19134428054294,32.14115561945703,6128,0.1628349560601628
1367208000,31.95,32.275003,31.875,31.95,33.08874994999998,34.22908689823693,31.948413001763026,22604,0.0006958461880180391
1367294400,31.575,31.875,31.5,31.575,32.96749994999998,34.20595647205201,31.729043427947957,29692,-0.06219169797447541
1367467200,32.175,33.474998,31.625,32.175,32.917499949999986,34.198427167687065,31.636572732312906,113820,0.2101709059860981
1367553600,32.525003,33,32.5,32.525003,32.85625009999999,34.088308485391245,31.624191714608735,12968,0.36557167098262144
1367812800,32.45,33.125,32.3,32.45,32.82875009999999,34.071254782893284,31.586245417106703,299000,0.34758604727427067
1367899200,33.875,34.125,32.25,33.875,32.86000009999999,34.172764020897965,31.547236179102022,1347668,0.8865888922761204
1367985600,34.3,34.599998,33.275003,34.3,32.91250009999999,34.36047249960352,31.46452770039646,110676,0.9791182139866484
1368072000,34.45,35,34.25,34.45,32.94875019999999,34.508275259757525,31.38922514024246,96804,0.9813163439109525
1368158400,34.724998,35,34.724998,34.724998,33.01625009999999,34.750772206233265,31.281727993766726,93980,0.9925702283814539
1368417600,33.75,34.2,33.650003,33.75,33.05375009999999,34.81743003326872,31.290070166731255,74604,0.6973855592691387
1368504000,33.625,33.875,33.625,33.625,33.060000099999996,34.83083271546989,31.289167484530108,440,0.6595294481997326
1368590400,32.625,33.125,32.5,32.625,32.97875009999999,34.6711055493702,31.286394650629777,28000,0.3954858743972392
1368676800,33.25,33.25,33.25,33.25,32.991250099999995,34.687736750997395,31.294763449002595,32000,0.5762605175371939
1368763200,33.175,33.25,32.525003,33.175,33.01124994999999,34.7064983756034,31.316001524396587,25540,0.5482967710003085
1369022400,31.875,33,31.875,31.875,32.97374995,34.73347072600667,31.214029173993325,93932,0.1878055982002478
1369108800,31.75,32.224998,31.75,31.75,32.93624995,34.76535278869167,31.107147111308322,28680,0.17572901727917586
1369195200,32.025003,32.224998,31.75,32.025003,32.912500099999995,34.77566202801686,31.04933817198313,57020,0.2618303898725962
1369281600,32.175,32.5,32.025003,32.175,32.9000001,34.77936099669059,31.020639203309408,3272,0.3071152535745872
1369627200,32.224998,32.525003,32.150003,32.224998,32.848749999999995,34.742982475176134,30.95451752482386,50532,0.335354950309888
1369713600,32.349998,32.5,32,32.349998,32.842499999999994,34.742440267485435,30.942559732514553,11228,0.37039013582994956
1369800000,32.275003,32.5,32,32.275003,32.85875015,34.73326770646973,30.984232593530262,16812,0.34429402968639955
1369886400,32.474998,32.5,31.95,32.474998,32.90375005,34.69415960049795,31.11334049950205,81380,0.38026425298034305
1369972800,32.474998,32.474998,32.474998,32.474998,32.91874995,34.68940426621071,31.14809563378929,18004,0.3746926641927344
1370232000,33.599998,33.974998,32.5,33.599998,32.9724997,34.75728904723766,31.187710352762338,102864,0.6757905774625966
1370318400,32.900003,33.675,32.75,32.900003,32.99499984999999,34.76415161116041,31.225848088839577,13348,0.4731518651803834
1370404800,33.474998,33.474998,32.875,33.474998,32.97499975,34.7126698941918,31.237329605808206,13212,0.6438703000311231
1370491200,33.125,33.375,33,33.125,32.91624975,34.54691408165041,31.285585418349594,25984,0.5640077316797388
1370577600,33.125,33.349998,33,33.125,32.84999975,34.326396471757185,31.37360302824282,98116,0.5931322340219969
1370836800,33,33.375,32.8,33,32.763749849999996,33.96847696703368,31.55902273296631,74544,0.5980513124755203
1370923200,32.5,32.8,32.474998,32.5,32.701249849999996,33.821570050441224,31.58092964955877,119524,0.41018199532565064
1371009600,33.3,33.75,32,33.3,32.684999850000004,33.75975497653579,31.610244723464223,437332,0.7861117545827848
1371096000,32.875,33.974998,32.575,32.875,32.69749985,33.77498469769586,31.620015002304143,108304,0.5823678172271168
1371182400,33.7,33.7,33.7,33.7,32.71999985,33.85969218743815,31.58030751256185,800,0.9299406593374535
1371441600,33,33.5,33,33,32.71124985,33.83946408653295,31.583035613467057,17200,0.6279677833561732
1371528000,32.625,33.375,32.5,32.625,32.74874985,33.811231571496634,31.686268128503368,18100,0.44176377461548955
1371614400,32.55,33.375,32.5,32.55,32.78874985,33.75356457652242,31.823935123477582,10320,0.3762716595026719
1371700800,33.45,33.5,32.625,33.45,32.8599997,33.7988020189217,31.921197381078308,11168,0.8142303167069677
1371787200,32,33.474998,32,32,32.851249700000004,33.81826496513889,31.88423443486112,40264,0.059857154955176975
1372046400,31.375,32.474998,31.25,31.375,32.8087498,33.94246843970409,31.67503116029591,76544,-0.1323217021351165
1372132800,31.75,32.25,31.4,31.75,32.77874990000001,33.98863318487083,31.568866615129192,155552,0.07485572663736242
1372219200,31.6,32,31.525,31.6,32.744999750000005,34.04361414619666,31.446385353803354,24504,0.059145596509075325
1372305600,31.8,32,31.75,31.8,32.71124985000001,34.06987704077282,31.352622659227197,13208,0.16464315737650095
1372392000,31.775,31.85,31.75,31.775,32.676249950000006,34.092271715548726,31.26022818445129,84828,0.18176691491363883
1372651200,30.75,31.375,30.7,30.75,32.53375005000001,34.11340774599143,30.954092354008587,15920,-0.0646001834848451
1372737600,31.75,31.875,30.2,31.75,32.476249900000006,34.08190177727729,30.870598022722724,75800,0.27384577869036136
1372824000,31.6,32,31.25,31.6,32.38250000000001,33.96269777243335,30.802302227566663,33808,0.25240440986224294
1372910400,31.5,32.5,31.5,31.5,32.30125,33.88747783672597,30.715022163274032,744236,0.24743539942729484
1372996800,31.5,32.3,31.5,31.5,32.220000000000006,33.79556339129961,30.644436608700403,2004,0.27151030419470645
1373256000,31.5,31.625,31.25,31.5,32.145,33.70765799201372,30.582342007986284,13880,0.29362086800297743
1373342400,31.625,31.625,31.625,31.625,32.10125000000001,33.6706826204092,30.531817379590812,1600,0.3482731931888112
1373428800,31,31,31,31,31.986250000000002,33.52422553621814,30.448274463781864,1220,0.17936746171360501
1373515200,30.875,31.5,30.85,30.875,31.88625,33.440073912161544,30.33242608783846,33736,0.17459311441756592
1373601600,31.1,31.5,30.85,31.1,31.75625,33.10252959577678,30.409970404223223,20724,0.2562727675370598
1373860800,30.525,31.25,30.5,30.525,31.632500000000004,32.95349394396957,30.311506056030442,3564,0.08080807067442373
1373947200,30.125,30.5,30.05,30.125,31.5075,32.900347802168234,30.114652197831767,10400,0.0037146205608843868
1374033600,30.875,31.2,30.5,30.875,31.423750000000002,32.75589817118995,30.091601828810056,1820,0.29403567415859266
1374120000,30.275,30.275,30.275,30.275,31.264999999999997,32.321692954460374,30.20830704553962,1600,0.03155739525794279
1374206400,30.225,30.5,30,30.225,31.17625,32.2686641842749,30.083835815725102,39464,0.06461110918685048
1374552000,30,30.575,30,30,31.107499999999998,32.308863808346615,29.90613619165338,5200,0.03906552190705633
1374638400,30.025,30.025,30,30.025,31.02125,32.272376991957906,29.77012300804209,1600,0.10185896139889304
1374724800,29.95,30.25,29.775,29.95,30.93875,32.24282773924912,29.634672260750875,25112,0.12090066786612237
