group,horizon_days,model,calibration,test_from,n_test,base_rate_%,actual_up_%,accuracy_%,AUC,Brier,Brier_climatology,Brier_skill,ECE,MCE,prob_spread,prob_std
SECTOR,22,Logistic,isotonic,2021-01,106,59.8,56.6,55.7,0.703,0.2285,0.2466,0.0736,0.1569,0.345,0.8,0.1815
SECTOR,22,XGBoost,raw,2021-01,106,59.8,56.6,50.9,0.563,0.2916,0.2466,-0.1824,0.196,0.3806,0.775,0.2164
SECTOR,22,XGBoost,Platt,2021-01,106,59.8,56.6,51.9,0.563,0.2513,0.2466,-0.0189,0.092,0.0931,0.166,0.0465
SECTOR,22,XGBoost,isotonic,2021-01,106,59.8,56.6,51.9,0.557,0.2574,0.2466,-0.0437,0.1151,0.2941,0.383,0.0812
SECTOR,22,Logistic,raw,2021-07,124,56.3,84.7,40.3,0.711,0.3146,0.2105,-0.4944,0.4424,0.6756,0.652,0.1641
SECTOR,22,Logistic,Platt,2021-07,124,56.3,84.7,83.9,0.711,0.1609,0.2105,0.2359,0.218,0.4222,0.516,0.1236
SECTOR,22,Logistic,isotonic,2021-07,124,56.3,84.7,85.5,0.689,0.1651,0.2105,0.2158,0.2211,0.4286,0.84,0.1707
SECTOR,22,XGBoost,raw,2021-07,124,56.3,84.7,55.6,0.606,0.3097,0.2105,-0.4712,0.3801,0.6966,0.851,0.2476
SECTOR,22,XGBoost,Platt,2021-07,124,56.3,84.7,84.7,0.606,0.1634,0.2105,0.2238,0.1898,0.2151,0.109,0.0319
SECTOR,22,XGBoost,isotonic,2021-07,124,56.3,84.7,82.3,0.597,0.1914,0.2105,0.0906,0.2362,0.7143,0.929,0.1663
SECTOR,22,Logistic,raw,2022-01,91,57.3,12.1,64.8,0.468,0.2324,0.3105,0.2514,0.299,0.9336,0.902,0.2061
SECTOR,22,Logistic,Platt,2022-01,91,57.3,12.1,19.8,0.468,0.4003,0.3105,-0.2891,0.5229,0.9101,0.601,0.124
SECTOR,22,Logistic,isotonic,2022-01,91,57.3,12.1,19.8,0.442,0.4375,0.3105,-0.4091,0.5489,0.9401,1.0,0.1507
SECTOR,22,XGBoost,raw,2022-01,91,57.3,12.1,69.2,0.306,0.2244,0.3105,0.2774,0.2287,0.9214,0.898,0.2399
SECTOR,22,XGBoost,Platt,2022-01,91,57.3,12.1,12.1,0.306,0.399,0.3105,-0.2848,0.5392,0.5392,0.056,0.0149
SECTOR,22,XGBoost,isotonic,2022-01,91,57.3,12.1,12.1,0.52,0.43,0.3105,-0.3849,0.5589,1.0,0.4,0.0812
SECTOR,22,Logistic,raw,2022-07,91,57.2,61.5,69.2,0.719,0.2347,0.2385,0.016,0.1737,0.9344,0.829,0.211
SECTOR,22,Logistic,Platt,2022-07,91,57.2,61.5,58.2,0.719,0.2238,0.2385,0.0617,0.116,0.3402,0.287,0.0569
SECTOR,22,Logistic,isotonic,2022-07,91,57.2,61.5,69.2,0.676,0.2233,0.2385,0.0638,0.1343,0.6,0.227,0.0655
SECTOR,22,XGBoost,raw,2022-07,91,57.2,61.5,70.3,0.851,0.2093,0.2385,0.1227,0.2323,0.4292,0.927,0.2703
SECTOR,22,XGBoost,Platt,2022-07,91,57.2,61.5,61.5,0.149,0.2409,0.2385,-0.01,0.0274,0.0274,0.021,0.006
SECTOR,22,XGBoost,isotonic,2022-07,91,57.2,61.5,71.4,0.78,0.2063,0.2385,0.1349,0.1328,0.3512,0.317,0.0877
SECTOR,22,Logistic,raw,2023-01,119,57.0,67.2,47.1,0.491,0.2696,0.2309,-0.1678,0.1973,0.4806,0.561,0.1239
SECTOR,22,Logistic,Platt,2023-01,119,57.0,67.2,67.2,0.491,0.2249,0.2309,0.0256,0.0658,0.074,0.135,0.0273
SECTOR,22,Logistic,isotonic,2023-01,119,57.0,67.2,63.0,0.48,0.2302,0.2309,0.0031,0.0598,0.2072,0.222,0.0765
SECTOR,22,XGBoost,raw,2023-01,119,57.0,67.2,52.9,0.552,0.3165,0.2309,-0.3708,0.2375,0.517,0.857,0.2547
SECTOR,22,XGBoost,Platt,2023-01,119,57.0,67.2,67.2,0.552,0.2253,0.2309,0.0242,0.0783,0.08,0.103,0.0309
SECTOR,22,XGBoost,isotonic,2023-01,119,57.0,67.2,57.1,0.519,0.2409,0.2309,-0.0434,0.1109,0.2834,0.374,0.1184
SECTOR,22,Logistic,raw,2023-07,123,58.1,35.8,39.0,0.359,0.3279,0.2794,-0.1735,0.362,0.8011,0.601,0.1408
SECTOR,22,Logistic,Platt,2023-07,123,58.1,35.8,35.8,0.359,0.2767,0.2794,0.0098,0.2122,0.2122,0.022,0.0049
SECTOR,22,Logistic,isotonic,2023-07,123,58.1,35.8,25.2,0.348,0.3127,0.2794,-0.1191,0.3541,0.4149,0.208,0.0693
SECTOR,22,XGBoost,raw,2023-07,123,58.1,35.8,31.7,0.268,0.4,0.2794,-0.4315,0.4308,0.9088,0.852,0.2148
SECTOR,22,XGBoost,Platt,2023-07,123,58.1,35.8,30.9,0.268,0.3047,0.2794,-0.0904,0.2805,0.4737,0.199,0.0505
SECTOR,22,XGBoost,isotonic,2023-07,123,58.1,35.8,26.8,0.275,0.3158,0.2794,-0.1302,0.3384,0.8462,0.526,0.0702
SECTOR,22,Logistic,raw,2024-01,115,58.6,54.8,47.8,0.508,0.2535,0.2491,-0.0175,0.1066,0.1801,0.313,0.075
SECTOR,22,Logistic,Platt,2024-01,115,58.6,54.8,54.8,0.492,0.2484,0.2491,0.003,0.018,0.0183,0.069,0.0163
SECTOR,22,Logistic,isotonic,2024-01,115,58.6,54.8,55.7,0.521,0.2469,0.2491,0.0089,0.0118,0.0166,0.083,0.0264
SECTOR,22,XGBoost,raw,2024-01,115,58.6,54.8,47.8,0.542,0.2611,0.2491,-0.0481,0.2063,0.8424,0.674,0.1516
SECTOR,22,XGBoost,Platt,2024-01,115,58.6,54.8,54.8,0.542,0.2477,0.2491,0.0059,0.0094,0.0094,0.008,0.0018
SECTOR,22,XGBoost,isotonic,2024-01,115,58.6,54.8,50.4,0.479,0.2515,0.2491,-0.0093,0.0563,0.176,0.095,0.0338
SECTOR,22,Logistic,raw,2024-07,125,60.2,70.4,52.8,0.498,0.2341,0.2188,-0.0698,0.1247,0.6311,0.38,0.0797
SECTOR,22,Logistic,Platt,2024-07,125,60.2,70.4,45.6,0.502,0.2506,0.2188,-0.1454,0.2079,0.2314,0.152,0.031
SECTOR,22,Logistic,isotonic,2024-07,125,60.2,70.4,48.0,0.508,0.2541,0.2188,-0.1612,0.2117,0.253,0.031,0.0118
SECTOR,22,XGBoost,raw,2024-07,125,60.2,70.4,58.4,0.555,0.2554,0.2188,-0.1672,0.1647,0.9076,0.813,0.1736
SECTOR,22,XGBoost,Platt,2024-07,125,60.2,70.4,41.6,0.445,0.2535,0.2188,-0.1585,0.2088,0.2559,0.103,0.022
SECTOR,22,XGBoost,isotonic,2024-07,125,60.2,70.4,29.6,0.432,0.2626,0.2188,-0.2001,0.2176,1.0,0.494,0.0499
SECTOR,22,Logistic,raw,2025-01,114,57.6,62.3,47.4,0.497,0.2515,0.2371,-0.0607,0.1892,0.6504,0.373,0.0836
SECTOR,22,Logistic,Platt,2025-01,114,57.6,62.3,60.5,0.503,0.239,0.2371,-0.008,0.0681,0.5012,0.127,0.028
SECTOR,22,Logistic,isotonic,2025-01,114,57.6,62.3,62.3,0.582,0.2282,0.2371,0.0376,0.0596,0.3122,0.463,0.0949
SECTOR,22,XGBoost,raw,2025-01,114,57.6,62.3,39.5,0.137,0.3655,0.2371,-0.5414,0.3966,0.7957,0.688,0.1766
SECTOR,22,XGBoost,Platt,2025-01,114,57.6,62.3,62.3,0.863,0.2342,0.2371,0.0126,0.0711,0.0711,0.041,0.0105
SECTOR,22,XGBoost,isotonic,2025-01,114,57.6,62.3,62.3,0.197,0.2832,0.2371,-0.1941,0.1988,0.7468,0.319,0.0874
SECTOR,22,Logistic,raw,2025-07,124,57.6,71.8,71.0,0.516,0.2113,0.2226,0.0505,0.0772,0.503,0.236,0.0534
SECTOR,22,Logistic,Platt,2025-07,124,57.6,71.8,43.5,0.484,0.2555,0.2226,-0.148,0.2241,0.2974,0.22,0.0505
SECTOR,22,Logistic,isotonic,2025-07,124,57.6,71.8,71.8,0.501,0.235,0.2226,-0.0557,0.1805,0.2609,0.449,0.175
SECTOR,22,XGBoost,raw,2025-07,124,57.6,71.8,68.5,0.605,0.2036,0.2226,0.0854,0.063,0.2531,0.571,0.1297
SECTOR,22,XGBoost,Platt,2025-07,124,57.6,71.8,48.4,0.395,0.2527,0.2226,-0.1354,0.2373,0.3258,0.267,0.0618
SECTOR,22,XGBoost,isotonic,2025-07,124,57.6,71.8,71.8,0.475,0.2259,0.2226,-0.0147,0.1525,0.1525,0.0,0.0
