bin_low,bin_high,n,mean_predicted,actual_frequency,gap,group,horizon_days,model,calibration
0.625,0.75,24,0.694,0.833,0.139,SECTOR,10,Logistic,isotonic
0.875,1.0,7,0.875,0.571,0.304,SECTOR,10,Logistic,isotonic
0.125,0.25,2,0.222,0.0,0.222,SECTOR,10,XGBoost,raw
0.25,0.375,8,0.316,0.625,0.309,SECTOR,10,XGBoost,raw
0.375,0.5,13,0.433,0.692,0.259,SECTOR,10,XGBoost,raw
0.5,0.625,26,0.569,0.538,0.03,SECTOR,10,XGBoost,raw
0.625,0.75,51,0.691,0.765,0.074,SECTOR,10,XGBoost,raw
0.75,0.875,24,0.787,0.792,0.004,SECTOR,10,XGBoost,raw
0.375,0.5,45,0.475,0.778,0.302,SECTOR,10,XGBoost,Platt
0.5,0.625,66,0.546,0.697,0.151,SECTOR,10,XGBoost,Platt
0.625,0.75,13,0.661,0.385,0.277,SECTOR,10,XGBoost,Platt
0.5,0.625,120,0.565,0.692,0.127,SECTOR,10,XGBoost,isotonic
0.625,0.75,4,0.63,0.75,0.12,SECTOR,10,XGBoost,isotonic
0.25,0.375,1,0.355,0.0,0.355,SECTOR,10,Logistic,raw
0.375,0.5,13,0.47,0.308,0.163,SECTOR,10,Logistic,raw
0.5,0.625,81,0.561,0.494,0.067,SECTOR,10,Logistic,raw
0.625,0.75,23,0.655,0.565,0.089,SECTOR,10,Logistic,raw
0.5,0.625,109,0.584,0.495,0.089,SECTOR,10,Logistic,Platt
0.625,0.75,9,0.639,0.333,0.306,SECTOR,10,Logistic,Platt
0.5,0.625,99,0.572,0.465,0.107,SECTOR,10,Logistic,isotonic
0.625,0.75,11,0.704,0.273,0.431,SECTOR,10,Logistic,isotonic
0.75,0.875,8,0.758,1.0,0.242,SECTOR,10,Logistic,isotonic
0.125,0.25,1,0.246,1.0,0.754,SECTOR,10,XGBoost,raw
0.25,0.375,11,0.326,0.727,0.401,SECTOR,10,XGBoost,raw
0.375,0.5,19,0.447,0.421,0.026,SECTOR,10,XGBoost,raw
0.5,0.625,47,0.567,0.489,0.078,SECTOR,10,XGBoost,raw
0.625,0.75,38,0.678,0.421,0.257,SECTOR,10,XGBoost,raw
0.75,0.875,2,0.792,0.5,0.292,SECTOR,10,XGBoost,raw
0.5,0.625,99,0.59,0.475,0.115,SECTOR,10,XGBoost,Platt
0.625,0.75,19,0.638,0.526,0.111,SECTOR,10,XGBoost,Platt
0.5,0.625,109,0.581,0.514,0.068,SECTOR,10,XGBoost,isotonic
0.625,0.75,9,0.647,0.111,0.536,SECTOR,10,XGBoost,isotonic
0.25,0.375,4,0.339,1.0,0.661,SECTOR,22,Logistic,raw
0.375,0.5,16,0.431,0.938,0.506,SECTOR,22,Logistic,raw
0.5,0.625,17,0.565,0.765,0.2,SECTOR,22,Logistic,raw
0.625,0.75,18,0.675,0.889,0.214,SECTOR,22,Logistic,raw
0.75,0.875,7,0.766,0.571,0.195,SECTOR,22,Logistic,raw
0.25,0.375,7,0.357,1.0,0.643,SECTOR,22,Logistic,Platt
0.375,0.5,37,0.439,0.865,0.426,SECTOR,22,Logistic,Platt
0.5,0.625,18,0.536,0.722,0.186,SECTOR,22,Logistic,Platt
0.125,0.25,4,0.143,1.0,0.857,SECTOR,22,Logistic,isotonic
0.375,0.5,49,0.442,0.857,0.415,SECTOR,22,Logistic,isotonic
0.5,0.625,9,0.607,0.667,0.06,SECTOR,22,Logistic,isotonic
0.0,0.125,3,0.093,0.667,0.573,SECTOR,22,XGBoost,raw
0.125,0.25,13,0.187,0.923,0.736,SECTOR,22,XGBoost,raw
0.25,0.375,8,0.318,0.75,0.432,SECTOR,22,XGBoost,raw
0.375,0.5,11,0.42,0.818,0.398,SECTOR,22,XGBoost,raw
0.5,0.625,5,0.545,1.0,0.455,SECTOR,22,XGBoost,raw
0.625,0.75,10,0.692,0.7,0.008,SECTOR,22,XGBoost,raw
0.75,0.875,11,0.8,0.909,0.109,SECTOR,22,XGBoost,raw
0.875,1.0,1,0.9,1.0,0.1,SECTOR,22,XGBoost,raw
0.25,0.375,24,0.318,0.833,0.515,SECTOR,22,XGBoost,Platt
0.375,0.5,16,0.418,0.875,0.457,SECTOR,22,XGBoost,Platt
0.5,0.625,22,0.55,0.818,0.268,SECTOR,22,XGBoost,Platt
0.0,0.125,16,0.041,0.875,0.834,SECTOR,22,XGBoost,isotonic
0.125,0.25,1,0.15,1.0,0.85,SECTOR,22,XGBoost,isotonic
0.25,0.375,12,0.315,0.833,0.519,SECTOR,22,XGBoost,isotonic
0.375,0.5,6,0.472,0.667,0.194,SECTOR,22,XGBoost,isotonic
0.5,0.625,26,0.553,0.846,0.293,SECTOR,22,XGBoost,isotonic
0.625,0.75,1,0.632,1.0,0.368,SECTOR,22,XGBoost,isotonic
0.25,0.375,1,0.372,1.0,0.628,SECTOR,22,Logistic,raw
0.375,0.5,4,0.422,1.0,0.578,SECTOR,22,Logistic,raw
0.5,0.625,15,0.583,0.467,0.117,SECTOR,22,Logistic,raw
0.625,0.75,15,0.701,0.4,0.301,SECTOR,22,Logistic,raw
0.75,0.875,16,0.809,0.75,0.059,SECTOR,22,Logistic,raw
0.875,1.0,1,0.927,1.0,0.073,SECTOR,22,Logistic,raw
0.375,0.5,19,0.474,0.632,0.157,SECTOR,22,Logistic,Platt
0.5,0.625,32,0.547,0.562,0.016,SECTOR,22,Logistic,Platt
0.625,0.75,1,0.645,1.0,0.355,SECTOR,22,Logistic,Platt
0.375,0.5,28,0.465,0.536,0.071,SECTOR,22,Logistic,isotonic
0.5,0.625,15,0.595,0.667,0.072,SECTOR,22,Logistic,isotonic
0.625,0.75,2,0.716,0.5,0.216,SECTOR,22,Logistic,isotonic
0.875,1.0,7,0.973,0.714,0.259,SECTOR,22,Logistic,isotonic
0.125,0.25,5,0.176,0.8,0.624,SECTOR,22,XGBoost,raw
0.25,0.375,5,0.333,0.4,0.067,SECTOR,22,XGBoost,raw
0.375,0.5,7,0.427,0.429,0.002,SECTOR,22,XGBoost,raw
0.5,0.625,8,0.566,0.375,0.191,SECTOR,22,XGBoost,raw
0.625,0.75,7,0.677,0.429,0.249,SECTOR,22,XGBoost,raw
0.75,0.875,10,0.819,0.7,0.119,SECTOR,22,XGBoost,raw
0.875,1.0,10,0.914,0.9,0.014,SECTOR,22,XGBoost,raw
0.375,0.5,22,0.476,0.455,0.022,SECTOR,22,XGBoost,Platt
0.5,0.625,30,0.526,0.7,0.174,SECTOR,22,XGBoost,Platt
0.25,0.375,10,0.35,0.6,0.25,SECTOR,22,XGBoost,isotonic
0.5,0.625,42,0.532,0.595,0.063,SECTOR,22,XGBoost,isotonic
0.125,0.25,5,0.227,0.8,0.573,SECTOR,22,Logistic,raw
0.25,0.375,8,0.323,0.5,0.177,SECTOR,22,Logistic,raw
0.375,0.5,12,0.439,0.333,0.105,SECTOR,22,Logistic,raw
0.5,0.625,16,0.559,0.125,0.434,SECTOR,22,Logistic,raw
0.625,0.75,11,0.674,0.0,0.674,SECTOR,22,Logistic,raw
0.75,0.875,4,0.82,0.0,0.82,SECTOR,22,Logistic,raw
0.875,1.0,2,0.891,0.0,0.891,SECTOR,22,Logistic,raw
0.5,0.625,55,0.565,0.255,0.31,SECTOR,22,Logistic,Platt
0.625,0.75,3,0.635,0.0,0.635,SECTOR,22,Logistic,Platt
0.0,0.125,3,0.0,1.0,1.0,SECTOR,22,Logistic,isotonic
0.125,0.25,2,0.2,0.5,0.3,SECTOR,22,Logistic,isotonic
0.5,0.625,46,0.56,0.217,0.343,SECTOR,22,Logistic,isotonic
0.625,0.75,2,0.632,0.0,0.632,SECTOR,22,Logistic,isotonic
0.75,0.875,2,0.833,0.0,0.833,SECTOR,22,Logistic,isotonic
0.875,1.0,3,0.99,0.0,0.99,SECTOR,22,Logistic,isotonic
0.125,0.25,2,0.214,0.0,0.214,SECTOR,22,XGBoost,raw
0.25,0.375,7,0.293,0.286,0.007,SECTOR,22,XGBoost,raw
0.375,0.5,2,0.47,0.0,0.47,SECTOR,22,XGBoost,raw
0.5,0.625,8,0.587,0.5,0.087,SECTOR,22,XGBoost,raw
0.625,0.75,12,0.687,0.417,0.271,SECTOR,22,XGBoost,raw
0.75,0.875,13,0.829,0.231,0.598,SECTOR,22,XGBoost,raw
0.875,1.0,14,0.922,0.0,0.922,SECTOR,22,XGBoost,raw
0.5,0.625,30,0.577,0.367,0.211,SECTOR,22,XGBoost,Platt
0.625,0.75,28,0.653,0.107,0.546,SECTOR,22,XGBoost,Platt
0.5,0.625,20,0.545,0.3,0.245,SECTOR,22,XGBoost,isotonic
0.625,0.75,37,0.67,0.216,0.454,SECTOR,22,XGBoost,isotonic
0.875,1.0,1,1.0,0.0,1.0,SECTOR,22,XGBoost,isotonic
0.25,0.375,9,0.339,0.889,0.55,SECTOR,22,Logistic,raw
0.375,0.5,14,0.44,0.357,0.083,SECTOR,22,Logistic,raw
0.5,0.625,25,0.556,0.72,0.164,SECTOR,22,Logistic,raw
0.625,0.75,15,0.684,0.8,0.116,SECTOR,22,Logistic,raw
0.75,0.875,3,0.809,0.333,0.475,SECTOR,22,Logistic,raw
0.25,0.375,3,0.357,0.333,0.023,SECTOR,22,Logistic,Platt
0.375,0.5,52,0.442,0.673,0.231,SECTOR,22,Logistic,Platt
0.5,0.625,11,0.513,0.727,0.215,SECTOR,22,Logistic,Platt
0.375,0.5,66,0.438,0.667,0.229,SECTOR,22,Logistic,isotonic
0.0,0.125,2,0.09,1.0,0.91,SECTOR,22,XGBoost,raw
0.125,0.25,15,0.17,0.667,0.496,SECTOR,22,XGBoost,raw
0.25,0.375,9,0.311,0.667,0.355,SECTOR,22,XGBoost,raw
0.375,0.5,10,0.424,0.4,0.024,SECTOR,22,XGBoost,raw
0.5,0.625,8,0.552,0.625,0.073,SECTOR,22,XGBoost,raw
0.625,0.75,14,0.693,0.714,0.021,SECTOR,22,XGBoost,raw
0.75,0.875,7,0.799,0.857,0.058,SECTOR,22,XGBoost,raw
0.875,1.0,1,0.883,1.0,0.117,SECTOR,22,XGBoost,raw
0.25,0.375,9,0.345,0.889,0.544,SECTOR,22,XGBoost,Platt
0.375,0.5,22,0.427,0.636,0.209,SECTOR,22,XGBoost,Platt
0.5,0.625,20,0.567,0.6,0.033,SECTOR,22,XGBoost,Platt
0.625,0.75,15,0.663,0.667,0.003,SECTOR,22,XGBoost,Platt
0.375,0.5,66,0.441,0.667,0.225,SECTOR,22,XGBoost,isotonic
0.125,0.25,2,0.218,1.0,0.782,SECTOR,22,Logistic,raw
0.25,0.375,11,0.313,0.636,0.324,SECTOR,22,Logistic,raw
0.375,0.5,46,0.44,0.674,0.234,SECTOR,22,Logistic,raw
0.5,0.625,31,0.557,0.839,0.282,SECTOR,22,Logistic,raw
0.625,0.75,23,0.686,0.739,0.053,SECTOR,22,Logistic,raw
0.75,0.875,8,0.814,0.875,0.061,SECTOR,22,Logistic,raw
0.875,1.0,1,0.884,1.0,0.116,SECTOR,22,Logistic,raw
0.375,0.5,122,0.43,0.746,0.316,SECTOR,22,Logistic,Platt
0.375,0.5,118,0.421,0.737,0.316,SECTOR,22,Logistic,isotonic
0.5,0.625,4,0.6,1.0,0.4,SECTOR,22,Logistic,isotonic
0.0,0.125,1,0.122,1.0,0.878,SECTOR,22,XGBoost,raw
0.125,0.25,10,0.184,0.5,0.316,SECTOR,22,XGBoost,raw
0.25,0.375,13,0.322,0.538,0.217,SECTOR,22,XGBoost,raw
0.375,0.5,16,0.446,0.625,0.179,SECTOR,22,XGBoost,raw
0.5,0.625,18,0.556,0.778,0.222,SECTOR,22,XGBoost,raw
0.625,0.75,23,0.676,0.739,0.064,SECTOR,22,XGBoost,raw
0.75,0.875,19,0.817,0.842,0.025,SECTOR,22,XGBoost,raw
0.875,1.0,22,0.905,0.955,0.049,SECTOR,22,XGBoost,raw
0.375,0.5,99,0.432,0.798,0.366,SECTOR,22,XGBoost,Platt
0.5,0.625,23,0.525,0.522,0.003,SECTOR,22,XGBoost,Platt
0.375,0.5,113,0.423,0.735,0.311,SECTOR,22,XGBoost,isotonic
0.5,0.625,8,0.516,0.875,0.359,SECTOR,22,XGBoost,isotonic
0.875,1.0,1,1.0,1.0,0.0,SECTOR,22,XGBoost,isotonic
0.0,0.125,16,0.045,0.125,0.08,SECTOR,22,Logistic,raw
0.125,0.25,4,0.219,0.25,0.031,SECTOR,22,Logistic,raw
0.25,0.375,6,0.324,0.333,0.009,SECTOR,22,Logistic,raw
0.375,0.5,41,0.458,0.659,0.2,SECTOR,22,Logistic,raw
0.5,0.625,28,0.563,0.679,0.116,SECTOR,22,Logistic,raw
0.625,0.75,7,0.656,0.714,0.058,SECTOR,22,Logistic,raw
0.75,0.875,4,0.773,1.0,0.227,SECTOR,22,Logistic,raw
0.125,0.25,7,0.21,0.0,0.21,SECTOR,22,Logistic,Platt
0.25,0.375,9,0.309,0.222,0.086,SECTOR,22,Logistic,Platt
0.375,0.5,55,0.471,0.6,0.129,SECTOR,22,Logistic,Platt
0.5,0.625,35,0.526,0.714,0.188,SECTOR,22,Logistic,Platt
0.0,0.125,16,0.0,0.125,0.125,SECTOR,22,Logistic,isotonic
0.375,0.5,60,0.45,0.583,0.133,SECTOR,22,Logistic,isotonic
0.5,0.625,24,0.511,0.708,0.197,SECTOR,22,Logistic,isotonic
0.625,0.75,5,0.655,1.0,0.345,SECTOR,22,Logistic,isotonic
0.75,0.875,1,0.8,1.0,0.2,SECTOR,22,Logistic,isotonic
0.0,0.125,4,0.083,0.25,0.167,SECTOR,22,XGBoost,raw
0.125,0.25,24,0.161,0.542,0.381,SECTOR,22,XGBoost,raw
0.25,0.375,23,0.313,0.609,0.296,SECTOR,22,XGBoost,raw
0.375,0.5,17,0.439,0.529,0.09,SECTOR,22,XGBoost,raw
0.5,0.625,12,0.574,0.417,0.157,SECTOR,22,XGBoost,raw
0.625,0.75,19,0.675,0.684,0.009,SECTOR,22,XGBoost,raw
0.75,0.875,7,0.797,0.714,0.083,SECTOR,22,XGBoost,raw
0.375,0.5,69,0.445,0.536,0.091,SECTOR,22,XGBoost,Platt
0.5,0.625,37,0.529,0.622,0.093,SECTOR,22,XGBoost,Platt
0.125,0.25,4,0.2,0.25,0.05,SECTOR,22,XGBoost,isotonic
0.25,0.375,16,0.331,0.625,0.294,SECTOR,22,XGBoost,isotonic
0.375,0.5,52,0.461,0.538,0.078,SECTOR,22,XGBoost,isotonic
0.5,0.625,34,0.522,0.618,0.096,SECTOR,22,XGBoost,isotonic
0.0,0.125,10,0.09,0.5,0.41,SECTOR,22,Logistic,raw
0.125,0.25,17,0.181,0.647,0.466,SECTOR,22,Logistic,raw
0.25,0.375,18,0.324,1.0,0.676,SECTOR,22,Logistic,raw
0.375,0.5,40,0.449,0.9,0.451,SECTOR,22,Logistic,raw
0.5,0.625,31,0.551,0.871,0.32,SECTOR,22,Logistic,raw
0.625,0.75,8,0.658,1.0,0.342,SECTOR,22,Logistic,raw
0.25,0.375,8,0.335,0.375,0.04,SECTOR,22,Logistic,Platt
0.375,0.5,15,0.445,0.6,0.155,SECTOR,22,Logistic,Platt
0.5,0.625,20,0.578,1.0,0.422,SECTOR,22,Logistic,Platt
0.625,0.75,69,0.693,0.884,0.191,SECTOR,22,Logistic,Platt
0.75,0.875,12,0.773,1.0,0.227,SECTOR,22,Logistic,Platt
0.0,0.125,7,0.0,0.429,0.429,SECTOR,22,Logistic,isotonic
0.25,0.375,1,0.253,0.0,0.253,SECTOR,22,Logistic,isotonic
0.5,0.625,9,0.581,0.667,0.086,SECTOR,22,Logistic,isotonic
0.625,0.75,93,0.661,0.882,0.221,SECTOR,22,Logistic,isotonic
0.75,0.875,14,0.798,1.0,0.202,SECTOR,22,Logistic,isotonic
0.0,0.125,14,0.058,0.714,0.657,SECTOR,22,XGBoost,raw
0.125,0.25,18,0.185,0.722,0.537,SECTOR,22,XGBoost,raw
0.25,0.375,11,0.303,1.0,0.697,SECTOR,22,XGBoost,raw
0.375,0.5,17,0.434,0.824,0.39,SECTOR,22,XGBoost,raw
0.5,0.625,25,0.559,0.96,0.401,SECTOR,22,XGBoost,raw
0.625,0.75,20,0.688,0.75,0.062,SECTOR,22,XGBoost,raw
0.75,0.875,18,0.801,0.944,0.144,SECTOR,22,XGBoost,raw
0.875,1.0,1,0.876,1.0,0.124,SECTOR,22,XGBoost,raw
0.5,0.625,28,0.611,0.714,0.103,SECTOR,22,XGBoost,Platt
0.625,0.75,96,0.67,0.885,0.215,SECTOR,22,XGBoost,Platt
0.0,0.125,7,0.0,0.714,0.714,SECTOR,22,XGBoost,isotonic
0.25,0.375,2,0.333,0.5,0.167,SECTOR,22,XGBoost,isotonic
0.5,0.625,1,0.6,0.0,0.6,SECTOR,22,XGBoost,isotonic
0.625,0.75,109,0.653,0.862,0.209,SECTOR,22,XGBoost,isotonic
0.75,0.875,2,0.857,1.0,0.143,SECTOR,22,XGBoost,isotonic
0.875,1.0,3,0.916,1.0,0.084,SECTOR,22,XGBoost,isotonic
0.0,0.125,11,0.081,0.182,0.101,SECTOR,22,Logistic,raw
0.125,0.25,10,0.199,0.1,0.099,SECTOR,22,Logistic,raw
0.25,0.375,23,0.302,0.043,0.258,SECTOR,22,Logistic,raw
0.375,0.5,20,0.435,0.2,0.235,SECTOR,22,Logistic,raw
0.5,0.625,16,0.57,0.188,0.382,SECTOR,22,Logistic,raw
0.625,0.75,7,0.688,0.0,0.688,SECTOR,22,Logistic,raw
0.75,0.875,2,0.837,0.0,0.837,SECTOR,22,Logistic,raw
0.875,1.0,2,0.934,0.0,0.934,SECTOR,22,Logistic,raw
0.25,0.375,4,0.349,0.25,0.099,SECTOR,22,Logistic,Platt
0.375,0.5,9,0.444,0.222,0.221,SECTOR,22,Logistic,Platt
0.5,0.625,25,0.588,0.04,0.548,SECTOR,22,Logistic,Platt
0.625,0.75,36,0.692,0.167,0.525,SECTOR,22,Logistic,Platt
0.75,0.875,15,0.786,0.067,0.719,SECTOR,22,Logistic,Platt
0.875,1.0,2,0.91,0.0,0.91,SECTOR,22,Logistic,Platt
0.0,0.125,1,0.0,0.0,0.0,SECTOR,22,Logistic,isotonic
0.375,0.5,8,0.4,0.125,0.275,SECTOR,22,Logistic,isotonic
0.5,0.625,9,0.578,0.222,0.356,SECTOR,22,Logistic,isotonic
0.625,0.75,56,0.667,0.125,0.542,SECTOR,22,Logistic,isotonic
0.75,0.875,7,0.829,0.143,0.686,SECTOR,22,Logistic,isotonic
0.875,1.0,10,0.94,0.0,0.94,SECTOR,22,Logistic,isotonic
0.0,0.125,16,0.09,0.125,0.035,SECTOR,22,XGBoost,raw
0.125,0.25,38,0.17,0.211,0.041,SECTOR,22,XGBoost,raw
0.25,0.375,14,0.306,0.0,0.306,SECTOR,22,XGBoost,raw
0.375,0.5,4,0.412,0.0,0.412,SECTOR,22,XGBoost,raw
0.5,0.625,5,0.559,0.0,0.559,SECTOR,22,XGBoost,raw
0.625,0.75,7,0.678,0.143,0.536,SECTOR,22,XGBoost,raw
0.75,0.875,2,0.804,0.0,0.804,SECTOR,22,XGBoost,raw
0.875,1.0,5,0.921,0.0,0.921,SECTOR,22,XGBoost,raw
0.625,0.75,91,0.66,0.121,0.539,SECTOR,22,XGBoost,Platt
0.5,0.625,2,0.6,0.0,0.6,SECTOR,22,XGBoost,isotonic
0.625,0.75,83,0.66,0.133,0.528,SECTOR,22,XGBoost,isotonic
0.75,0.875,1,0.866,0.0,0.866,SECTOR,22,XGBoost,isotonic
0.875,1.0,5,1.0,0.0,1.0,SECTOR,22,XGBoost,isotonic
0.0,0.125,3,0.066,1.0,0.934,SECTOR,22,Logistic,raw
0.125,0.25,15,0.21,0.333,0.123,SECTOR,22,Logistic,raw
0.25,0.375,25,0.312,0.44,0.128,SECTOR,22,Logistic,raw
0.375,0.5,12,0.427,0.417,0.01,SECTOR,22,Logistic,raw
0.5,0.625,15,0.558,0.867,0.309,SECTOR,22,Logistic,raw
0.625,0.75,10,0.701,0.9,0.199,SECTOR,22,Logistic,raw
0.75,0.875,11,0.8,0.909,0.109,SECTOR,22,Logistic,raw
0.375,0.5,5,0.46,0.8,0.34,SECTOR,22,Logistic,Platt
0.5,0.625,65,0.564,0.508,0.057,SECTOR,22,Logistic,Platt
0.625,0.75,21,0.658,0.905,0.246,SECTOR,22,Logistic,Platt
0.375,0.5,2,0.4,1.0,0.6,SECTOR,22,Logistic,isotonic
0.5,0.625,41,0.515,0.415,0.1,SECTOR,22,Logistic,isotonic
0.625,0.75,48,0.627,0.771,0.144,SECTOR,22,Logistic,isotonic
0.0,0.125,20,0.067,0.25,0.183,SECTOR,22,XGBoost,raw
0.125,0.25,19,0.186,0.421,0.235,SECTOR,22,XGBoost,raw
0.25,0.375,9,0.316,0.333,0.018,SECTOR,22,XGBoost,raw
0.375,0.5,12,0.419,0.833,0.414,SECTOR,22,XGBoost,raw
0.5,0.625,8,0.571,1.0,0.429,SECTOR,22,XGBoost,raw
0.625,0.75,12,0.688,0.917,0.229,SECTOR,22,XGBoost,raw
0.75,0.875,8,0.819,1.0,0.181,SECTOR,22,XGBoost,raw
0.875,1.0,3,0.909,1.0,0.091,SECTOR,22,XGBoost,raw
0.5,0.625,91,0.588,0.615,0.027,SECTOR,22,XGBoost,Platt
0.25,0.375,11,0.333,0.091,0.242,SECTOR,22,XGBoost,isotonic
0.375,0.5,3,0.443,0.333,0.109,SECTOR,22,XGBoost,isotonic
0.5,0.625,70,0.577,0.671,0.095,SECTOR,22,XGBoost,isotonic
0.625,0.75,7,0.649,1.0,0.351,SECTOR,22,XGBoost,isotonic
0.125,0.25,3,0.208,0.0,0.208,SECTOR,22,Logistic,raw
0.25,0.375,27,0.334,0.815,0.481,SECTOR,22,Logistic,raw
0.375,0.5,28,0.434,0.679,0.245,SECTOR,22,Logistic,raw
0.5,0.625,46,0.567,0.63,0.063,SECTOR,22,Logistic,raw
0.625,0.75,15,0.659,0.667,0.008,SECTOR,22,Logistic,raw
0.5,0.625,81,0.593,0.667,0.074,SECTOR,22,Logistic,Platt
0.625,0.75,38,0.636,0.684,0.048,SECTOR,22,Logistic,Platt
0.375,0.5,15,0.459,0.667,0.207,SECTOR,22,Logistic,isotonic
0.5,0.625,29,0.568,0.69,0.121,SECTOR,22,Logistic,isotonic
0.625,0.75,75,0.673,0.667,0.007,SECTOR,22,Logistic,isotonic
0.0,0.125,17,0.089,0.588,0.499,SECTOR,22,XGBoost,raw
0.125,0.25,23,0.179,0.696,0.517,SECTOR,22,XGBoost,raw
0.25,0.375,8,0.319,0.75,0.431,SECTOR,22,XGBoost,raw
0.375,0.5,9,0.437,0.556,0.118,SECTOR,22,XGBoost,raw
0.5,0.625,22,0.561,0.591,0.03,SECTOR,22,XGBoost,raw
0.625,0.75,24,0.681,0.75,0.069,SECTOR,22,XGBoost,raw
0.75,0.875,15,0.797,0.733,0.063,SECTOR,22,XGBoost,raw
0.875,1.0,1,0.894,1.0,0.106,SECTOR,22,XGBoost,raw
0.5,0.625,98,0.585,0.663,0.078,SECTOR,22,XGBoost,Platt
0.625,0.75,21,0.634,0.714,0.08,SECTOR,22,XGBoost,Platt
0.25,0.375,7,0.267,0.429,0.162,SECTOR,22,XGBoost,isotonic
0.375,0.5,31,0.426,0.71,0.283,SECTOR,22,XGBoost,isotonic
0.5,0.625,4,0.593,0.75,0.157,SECTOR,22,XGBoost,isotonic
0.625,0.75,77,0.641,0.675,0.034,SECTOR,22,XGBoost,isotonic
0.125,0.25,14,0.199,1.0,0.801,SECTOR,22,Logistic,raw
0.25,0.375,3,0.309,0.667,0.358,SECTOR,22,Logistic,raw
0.375,0.5,21,0.45,0.048,0.402,SECTOR,22,Logistic,raw
0.5,0.625,62,0.574,0.371,0.203,SECTOR,22,Logistic,raw
0.625,0.75,23,0.661,0.174,0.487,SECTOR,22,Logistic,raw
0.5,0.625,123,0.57,0.358,0.212,SECTOR,22,Logistic,Platt
0.375,0.5,19,0.427,0.842,0.415,SECTOR,22,Logistic,isotonic
0.5,0.625,66,0.599,0.288,0.311,SECTOR,22,Logistic,isotonic
0.625,0.75,38,0.636,0.237,0.399,SECTOR,22,Logistic,isotonic
0.0,0.125,5,0.087,0.8,0.713,SECTOR,22,XGBoost,raw
0.125,0.25,11,0.195,0.818,0.623,SECTOR,22,XGBoost,raw
0.25,0.375,10,0.319,0.7,0.381,SECTOR,22,XGBoost,raw
0.375,0.5,15,0.436,0.2,0.236,SECTOR,22,XGBoost,raw
0.5,0.625,31,0.568,0.29,0.278,SECTOR,22,XGBoost,raw
0.625,0.75,23,0.701,0.391,0.31,SECTOR,22,XGBoost,raw
0.75,0.875,27,0.799,0.111,0.688,SECTOR,22,XGBoost,raw
0.875,1.0,1,0.909,0.0,0.909,SECTOR,22,XGBoost,raw
0.375,0.5,10,0.483,0.8,0.317,SECTOR,22,XGBoost,Platt
0.5,0.625,77,0.575,0.39,0.185,SECTOR,22,XGBoost,Platt
0.625,0.75,36,0.64,0.167,0.474,SECTOR,22,XGBoost,Platt
0.125,0.25,1,0.154,1.0,0.846,SECTOR,22,XGBoost,isotonic
0.25,0.375,2,0.333,0.5,0.167,SECTOR,22,XGBoost,isotonic
0.375,0.5,14,0.494,0.857,0.363,SECTOR,22,XGBoost,isotonic
0.5,0.625,94,0.609,0.298,0.311,SECTOR,22,XGBoost,isotonic
0.625,0.75,12,0.68,0.167,0.513,SECTOR,22,XGBoost,isotonic
0.375,0.5,28,0.463,0.643,0.18,SECTOR,22,Logistic,raw
0.5,0.625,56,0.57,0.464,0.106,SECTOR,22,Logistic,raw
0.625,0.75,31,0.655,0.613,0.042,SECTOR,22,Logistic,raw
0.375,0.5,2,0.499,0.5,0.001,SECTOR,22,Logistic,Platt
0.5,0.625,113,0.53,0.549,0.018,SECTOR,22,Logistic,Platt
0.375,0.5,10,0.483,0.5,0.017,SECTOR,22,Logistic,isotonic
0.5,0.625,105,0.564,0.552,0.011,SECTOR,22,Logistic,isotonic
0.125,0.25,1,0.158,1.0,0.842,SECTOR,22,XGBoost,raw
0.25,0.375,16,0.337,0.625,0.288,SECTOR,22,XGBoost,raw
0.375,0.5,23,0.432,0.565,0.134,SECTOR,22,XGBoost,raw
0.5,0.625,36,0.565,0.417,0.148,SECTOR,22,XGBoost,raw
0.625,0.75,26,0.697,0.423,0.274,SECTOR,22,XGBoost,raw
0.75,0.875,13,0.79,1.0,0.21,SECTOR,22,XGBoost,raw
0.5,0.625,115,0.538,0.548,0.009,SECTOR,22,XGBoost,Platt
0.375,0.5,17,0.471,0.647,0.176,SECTOR,22,XGBoost,isotonic
0.5,0.625,98,0.566,0.531,0.036,SECTOR,22,XGBoost,isotonic
0.25,0.375,2,0.369,1.0,0.631,SECTOR,22,Logistic,raw
0.375,0.5,20,0.46,1.0,0.54,SECTOR,22,Logistic,raw
0.5,0.625,53,0.575,0.566,0.009,SECTOR,22,Logistic,raw
0.625,0.75,50,0.659,0.72,0.061,SECTOR,22,Logistic,raw
0.375,0.5,75,0.475,0.707,0.231,SECTOR,22,Logistic,Platt
0.5,0.625,50,0.527,0.7,0.173,SECTOR,22,Logistic,Platt
0.375,0.5,84,0.487,0.679,0.192,SECTOR,22,Logistic,isotonic
0.5,0.625,41,0.503,0.756,0.253,SECTOR,22,Logistic,isotonic
0.0,0.125,3,0.092,1.0,0.908,SECTOR,22,XGBoost,raw
0.125,0.25,3,0.172,1.0,0.828,SECTOR,22,XGBoost,raw
0.25,0.375,15,0.327,0.533,0.206,SECTOR,22,XGBoost,raw
0.375,0.5,26,0.444,0.654,0.21,SECTOR,22,XGBoost,raw
0.5,0.625,36,0.569,0.667,0.097,SECTOR,22,XGBoost,raw
0.625,0.75,31,0.689,0.774,0.085,SECTOR,22,XGBoost,raw
